bookingID,min_val_acc_x,max_val_acc_x,mean_val_acc_x,min_val_acc_y,max_val_acc_y,mean_val_acc_y,min_val_acc_z,max_val_acc_z,mean_val_acc_z,min_speed,max_speed,mean_speed
1382979469316,-1.7462157999999999,3.9579773,0.7355317999060412,0.61102295,6.656372,3.477890572483221,6.778716999999999,11.291794,9.247258572751674,0.0,19.74,6.242966442953025
1374389534735,-2.5626007080078126,2.991021728515625,0.1542024143955164,-11.619705200195312,-7.418637084960937,-9.246583496896836,-5.076901245117189,-0.9701904296875,-3.055523778681169,0.054895736277103424,23.503936767578125,12.734506262572515
601295421534,-2.2146366000000004,4.5753193,1.2056794228514593,5.638344999999999,12.951433999999999,9.649991515768978,-3.4548330000000003,8.554482,2.5300877960382877,-1.0,27.57,12.78553515571773
1365799600143,-2.6217308,3.8954852,0.850132678188506,5.8061166,15.287445000000002,9.593983008237544,-2.020768,4.632921700000001,0.5528481437670499,-1.0,21.803320000000003,6.289206437586201
25769803782,-3.525462,3.8498763999999994,0.023691342582264963,7.5285673,12.714408,9.697537444871791,-2.9759927000000004,4.5525746,0.5049975060245725,-1.0,18.282934,5.814537633333336
206158430341,-3.441665,4.830302,0.7952724333619663,6.172251999999999,13.135189000000002,9.369484358920786,-1.3634979,7.8996687,2.909516627960226,-1.0,33.0,19.399260226283726
1228360646710,-3.934445190429688,3.315963745117188,0.03157008976536537,-14.792712402343753,-5.550332641601564,-9.70887966819091,-4.66014404296875,2.3765777587890633,-0.8472857188593378,-1.0,27.502973556518555,9.145058721511536
154618822721,-4.955682,3.832188,-0.19981495519724876,5.6748133,12.376681,9.772311229795601,-3.8905108,4.854589,0.16536756467463065,-1.0,23.081329999999998,12.20611070283805
1194000908294,-3.6823947,3.7087317000000004,0.19383718553425291,6.747066499999999,11.988134,9.97351957080461,-3.5602864999999997,4.6544704,0.6548534232068961,0.0,15.983006,5.998729956551722
541165879427,-3.569,2.826,-0.0322704507512521,5.443,11.135,9.099632721202006,0.517,10.254000000000001,3.9937479131886473,-1.0,21.240013,4.941370646143573
214748364905,-5.091298999999999,3.4579167,-0.440524396576524,6.328881,14.420582999999999,9.102869902224054,-0.6886203000000001,8.354796,2.7672614279365737,0.0,34.359924,16.25285472981877
927712936005,-4.0151987,2.7270790000000003,-0.1647808313828571,7.2762012,13.855668,9.915015761333326,-3.921822,3.9409763999999994,0.8529455788765701,0.0,19.29715,5.655964465942852
1649267441761,-3.789544677734375,2.1317871093750003,-0.5893281065742925,-11.546282958984374,-7.738046264648437,-9.783931543122307,-3.131585693359375,2.4159057617187503,0.05271741183298936,-1.0,12.339864730834961,3.571487438421017
335007449150,-13.260757,12.663666000000001,0.5065484068462254,-10.843231,26.825958,6.197021767814791,-16.662094,31.761840000000003,6.45890819689938,-1.0,25.0,5.115500770416028
85899345941,-13.321745000000002,-2.5906053,-9.769125673918126,-3.3304362000000003,3.1652312,0.7957813383660824,-2.1141446,3.9361877,0.9021403455387131,-1.0,23.788868,8.197088828994149
42949673006,-3.962525,3.6728175000000003,0.28495860503444426,4.541939299999999,15.033651,9.805323498750006,-3.8116856,15.263501999999999,0.4210631543433333,0.0,18.44235,8.494285250638887
403726925842,-4.063084,2.3032923,-0.5461593496614506,3.8332339999999996,12.850073,9.956128580904528,-3.6823947,3.6369035000000003,0.007538614806748023,-1.0,26.882002000000004,6.742627701938254
584115552385,-3.3419952000000004,3.5463410000000004,0.4109616412111625,6.073532,11.9353485,8.830390881283446,-3.7127837999999995,5.0853269999999995,1.0889186138014837,0.0,22.74,6.496811497326197
1408749273199,-3.904388427734376,3.542062377929688,0.30522603352864597,-17.54298095703125,-1.0802490234375002,-8.803601108127165,-8.41529541015625,0.9302642822265624,-4.004331258138015,-1.0,19.07066345214844,5.7058977081406965
919123001503,-3.8241181000000006,4.3505316,0.27356020532158487,6.930292999999999,12.120699,9.668271638993708,-1.4970047,5.3674745999999995,1.0706690448309446,0.0,25.63,8.142981132075477
1408749273162,-5.9673657,3.5314187999999995,-0.4582899672749295,4.30103,14.699603,9.770622506285317,-6.847637,4.7908550000000005,-0.6625094330988128,0.0,24.332570999999998,12.956625516949142
429496729679,-3.8260512,1.6424724999999998,-0.40382899375704717,3.0790374,11.439845,9.346059755704696,-0.38787252,9.201198,2.660248214295301,-1.0,19.176855,4.837967633355703
549755813914,-2.1374664,4.363250700000001,1.1281173537762126,7.046753,11.400803,9.19902361784036,-1.2719116000000001,6.6629944000000005,3.1687645945320813,-1.0,15.0,4.64928012519562
670014898222,-3.8811195,0.68715686,-1.6552587952945255,5.7534423,12.277842,8.478002037910697,0.6488484999999999,7.8364615,4.404896830160063,-1.0,21.033281,8.702859313125536
541165879465,-2.9342856,3.7488122,0.67057243841937,7.1645145,13.661076000000001,9.603680636306327,-2.0162146,5.433928,0.9824078649660357,-1.0,19.14058,7.9879519594594575
601295421449,-4.4603977,2.0207062,-0.8372689396096208,6.71813,12.447453999999999,9.117453944817294,-0.59376204,7.7572136,3.124392161804624,-1.0,24.55,10.36460850111858
635655159897,-3.954034423828125,3.835302734375,-0.3334999813976519,-13.65190124511719,-6.300106811523437,-9.715897244761193,-5.85284423828125,4.181927490234377,-0.8618005638578499,0.02898529917001724,16.588659286499027,6.041139070968704
541165879435,-2.2505496,4.23654,0.37393328492718314,7.025785000000001,11.844116,9.577049392751235,-5.040992,3.5733461,-2.1184484360724856,-1.0,20.09635,4.8300911296210876
927712935943,-2.5038330078125,5.9652954101562505,1.0598288382735908,-11.032028198242188,-5.7903381347656255,-8.511213163488055,-6.646282958984377,-2.40155029296875,-4.636071657666971,0.003493389813229441,20.190387725830078,6.285890864789961
455266533447,-2.9433746,2.6411284999999998,0.3124407138207896,6.7078705,10.411728,8.92847978571428,2.1752167,6.8526917,4.144384229699243,-1.0,17.19,6.152612781954887
1700807049382,-3.138808,2.529273,0.0010784924165605759,6.847810000000001,12.661745,9.825964507597549,-2.9491873,4.865085,0.8914548513838408,0.0,20.959614000000002,8.407637237336965
695784702012,-4.697566999999999,4.716721499999999,0.22391054263631213,4.4294085999999995,13.149357,9.8784314635461,-6.1293435,6.792557700000001,0.022309207872907796,0.0,30.04103,14.99166713143262
1322849927185,-2.8416351318359383,5.375674438476564,0.2327480061848958,-10.9005859375,-7.331607055664063,-9.636181504991317,-5.224493408203125,1.8529022216796875,-1.3378574117024733,0.0,25.13162040710449,8.156727208279902
1546188226642,-2.4021484375,4.845718383789063,0.007634778145032068,-14.03486328125,-3.940576171875,-7.514161095252409,-11.5477783203125,-0.8390472412109375,-6.247056540464744,0.02702218107879162,33.581436157226555,12.567189085124667
1468878815312,-8.736566999999999,0.91467124,-4.799747931730497,3.2599356,11.2198515,6.148422632340423,-11.596708999999999,-0.6540097,-6.160788834468082,-1.0,20.057108,6.0226808742354585
764504178746,-3.666275,9.018203999999999,0.42060939943069775,4.2763824,13.027191,8.256806076491749,0.99124146,9.133911,4.930226693141622,-1.0,20.71,5.516204169662114
979252543552,-5.0374002,6.708553299999999,0.06817935729190217,3.4608185,14.038402,9.673336506555271,-7.8613615,11.882423,0.7233258776394608,0.0,19.808388,6.191420600912592
1503238553601,-9.384072999999999,-5.29358,-7.78095533298969,-1.3778629999999998,3.3542766999999998,0.4011220299060714,2.9029696,8.10557,5.429086840893474,-1.0,23.812338,7.270284965303553
1176821039202,-4.3898435,2.2950785,-0.26637741709477536,6.517599,11.114866000000001,9.108922632442292,1.2170186,6.147664499999999,3.5424383204131216,0.0,18.13,3.8089185905224796
558345748621,-11.423065185546875,8.506362915039062,-0.5962925777144634,-15.662713623046875,4.925421142578125,-5.161439372236572,-19.295843505859374,7.98642578125,-7.926783180737974,-1.0,21.117958068847656,3.5136057641012157
489626271844,-3.3287354,6.4551697,0.8603199974734963,5.471527,10.401199,8.260449345988532,1.4264221000000001,7.0803375,4.457232830085952,0.0,26.93,13.547736389684822
