,bookingID,min_val_acc_x,max_val_acc_x,mean_val_acc_x,min_val_acc_y,max_val_acc_y,mean_val_acc_y,min_val_acc_z,max_val_acc_z,mean_val_acc_z,min_speed,max_speed,mean_speed,label
0,1382979469316,-1.7462158,3.9579773,0.7355317999060412,0.61102295,6.656372,3.477890572483221,6.7787169999999985,11.291794,9.247258572751674,0.0,19.74,6.242966442953025,0
1,1374389534735,-2.5626007080078126,2.991021728515625,0.1542024143955164,-11.619705200195312,-7.418637084960937,-9.246583496896836,-5.076901245117189,-0.9701904296875,-3.0555237786811693,0.054895736277103424,23.503936767578125,12.734506262572515,0
2,601295421534,-2.2146366000000004,4.5753193,1.2056794228514591,5.638344999999998,12.951434,9.649991515768976,-3.4548330000000003,8.554482,2.530087796038288,-1.0,27.57,12.78553515571773,0
3,1365799600143,-2.6217308,3.8954852,0.8501326781885059,5.8061166,15.287445000000002,9.593983008237544,-2.020768,4.632921700000002,0.5528481437670499,-1.0,21.803320000000006,6.289206437586201,1
4,25769803782,-3.525462,3.8498764,0.023691342582264963,7.5285673,12.714408,9.697537444871793,-2.9759927000000004,4.5525746,0.5049975060245725,-1.0,18.282934,5.8145376333333365,0
5,206158430341,-3.441665,4.830302,0.7952724333619663,6.1722519999999985,13.135189000000002,9.369484358920788,-1.3634979,7.8996687,2.909516627960226,-1.0,33.0,19.399260226283726,1
6,1228360646710,-3.934445190429688,3.315963745117188,0.03157008976536537,-14.792712402343753,-5.550332641601564,-9.70887966819091,-4.66014404296875,2.3765777587890637,-0.8472857188593378,-1.0,27.502973556518555,9.145058721511537,1
7,154618822721,-4.955682,3.832188,-0.1998149551972488,5.6748133,12.376681,9.7723112297956,-3.8905108,4.854589,0.16536756467463065,-1.0,23.08133,12.206110702838052,0
8,1194000908294,-3.6823947,3.7087317,0.1938371855342529,6.747066499999999,11.988134,9.973519570804608,-3.5602865,4.6544704,0.6548534232068961,0.0,15.983006,5.998729956551722,0
9,541165879427,-3.569,2.826,-0.0322704507512521,5.443,11.135,9.099632721202006,0.517,10.254,3.9937479131886473,-1.0,21.240013,4.941370646143573,1
10,214748364905,-5.0912989999999985,3.4579167,-0.440524396576524,6.328881,14.420583,9.102869902224054,-0.6886203000000001,8.354796,2.7672614279365737,0.0,34.359924,16.252854729818768,0
11,927712936005,-4.0151987,2.7270790000000003,-0.1647808313828571,7.2762012,13.855668,9.915015761333326,-3.921822,3.9409764,0.8529455788765701,0.0,19.29715,5.655964465942852,0
12,1649267441761,-3.789544677734375,2.1317871093750003,-0.5893281065742925,-11.546282958984374,-7.738046264648437,-9.783931543122307,-3.131585693359375,2.4159057617187503,0.052717411832989364,-1.0,12.339864730834961,3.571487438421017,0
13,335007449150,-13.260757,12.663666,0.5065484068462254,-10.843231,26.825958,6.197021767814792,-16.662094,31.761840000000007,6.45890819689938,-1.0,25.0,5.115500770416029,1
14,85899345941,-13.321745000000002,-2.5906053,-9.769125673918127,-3.3304362000000003,3.1652312,0.7957813383660824,-2.1141446,3.9361877,0.9021403455387133,-1.0,23.788868,8.197088828994149,0
15,42949673006,-3.962525,3.6728175,0.28495860503444426,4.541939299999999,15.033651,9.805323498750006,-3.8116856,15.263502,0.4210631543433333,0.0,18.44235,8.494285250638887,0
